profile_id,brand_name,reason
USR03452,트리플에이커피,선호 업종(커피)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03453,PC토랑,선호 업종(패스트푸드)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03456,갯벌의 조개,선호 업종(한식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03457,미샤,선호 업종(화장품)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03458,제너스 PC,선호 업종(PC방)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03462,만화카페 벌툰,선호 업종(기타 서비스)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03463,다복향 마라탕,선호 업종(기타 외국식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03464,봉구스밥버거,선호 업종(기타 외식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03466,누구나홀딱반한닭,선호 업종(치킨)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03467,장호덕손만두,선호 업종(분식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03469,HOTEL-LAUNDRY 호텔런드리,선호 업종(세탁)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03475,왕창이사,선호 업종(운송)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03480,론썸헤이드,선호 업종(이미용)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03483,우마이타코야끼,선호 업종(일식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03486,크로앙쥬,선호 업종(제과제빵)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03487,한남동그집,선호 업종(주점)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03488,라와,선호 업종(중식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03490,트리플에이커피,선호 업종(커피)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03491,PC토랑,선호 업종(패스트푸드)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03494,갯벌의 조개,선호 업종(한식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03495,미샤,선호 업종(화장품)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03496,제너스 PC,선호 업종(PC방)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03500,만화카페 벌툰,선호 업종(기타 서비스)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03501,다복향 마라탕,선호 업종(기타 외국식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03502,봉구스밥버거,선호 업종(기타 외식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03505,장호덕손만두,선호 업종(분식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03507,HOTEL-LAUNDRY 호텔런드리,선호 업종(세탁)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03513,왕창이사,선호 업종(운송)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03518,론썸헤이드,선호 업종(이미용)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03521,우마이타코야끼,선호 업종(일식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR06671,아이스 앤 몬스터 문구,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06676,지쿠(Gcoo),선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06678,코코호도,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06679,생마차,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06680,춘리마라탕,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06681,바른치킨,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06685,번쩍피자,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06686,뽁당,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06689,기파랑문해원,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06691,자라다남아미술학원,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06692,아리아케어 방문요양센터,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06694,메이크어딜리버리,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06695,아이스 앤 몬스터 문구,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06700,커브스(Curves),선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06709,아이스 앤 몬스터 문구,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06714,지쿠(Gcoo),선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06716,코코호도,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06717,생마차,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06718,춘리마라탕,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06719,바른치킨,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06723,번쩍피자,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06724,뽁당,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06727,기파랑문해원,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06729,자라다남아미술학원,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06730,아리아케어 방문요양센터,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06732,메이크어딜리버리,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06733,아이스 앤 몬스터 문구,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06738,커브스(Curves),선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06747,아이스 앤 몬스터 문구,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06752,지쿠(Gcoo),선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06754,코코호도,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06755,생마차,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06756,춘리마라탕,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06757,바른치킨,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06761,번쩍피자,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06762,뽁당,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06765,기파랑문해원,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06767,자라다남아미술학원,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06768,아리아케어 방문요양센터,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06770,메이크어딜리버리,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06776,커브스(Curves),선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06790,지쿠(Gcoo),선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06792,코코호도,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06793,생마차,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06794,춘리마라탕,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06795,바른치킨,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06799,번쩍피자,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06800,뽁당,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06803,기파랑문해원,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06805,자라다남아미술학원,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06806,아리아케어 방문요양센터,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06808,메이크어딜리버리,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06814,커브스(Curves),선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06828,지쿠(Gcoo),선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06830,코코호도,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06831,생마차,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06832,춘리마라탕,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06833,바른치킨,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06837,번쩍피자,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06838,뽁당,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06841,기파랑문해원,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06844,아리아케어 방문요양센터,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06846,메이크어딜리버리,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR06852,커브스(Curves),선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR07005,도깨비냉장고 아이스크림할인점,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR07879,도깨비냉장고 아이스크림할인점,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR08069,도깨비냉장고 아이스크림할인점,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR08335,도깨비냉장고 아이스크림할인점,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
USR09019,도깨비냉장고 아이스크림할인점,선호 업종과 일치하며 비용 부담과 목표 매출을 종합해 적합한 브랜드입니다.
